product_id,sku,product_name,description,category,brand,price,weight,in_stock,is_active,created_at
bf31b335-d11b-41ab-bc62-b448cc86e3b3,6837818088531,Down-sized zero administration encoding,Center occur it edge must any. Into interest require today. Individual character human.,Pet Supplies,"Dominguez, Walsh and Higgins",288.53,7.83,852,true,2025-01-04T22:15:21.395Z
19425ac7-6db4-4bdf-bdcc-028c23a4bc24,6716715374698,Universal actuating function,Many effect they strong fill herself color. Similar evening body interesting reach show.,Sports,Reyes-Jones,391.4,2.5,872,true,2025-01-12T22:22:58.510Z
33d38f02-16a4-4289-9a11-dd4a3200cb78,1239649208402,Seamless secondary algorithm,Quality act of allow. Sell would them close.,Office Supplies,"Rodriguez, Chavez and Taylor",48.42,3.58,497,true,2025-02-13T07:50:30.823Z
29bf0df9-2c96-405d-84f5-dde0412ea067,7534065384315,Mandatory analyzing help-desk,Our spend similar car course. Major describe environmental month. Rule their plant certainly involve response. Concern always produce would try what herself.,Music,Knight Inc,219.73,19.46,685,true,2025-01-12T19:47:32.594Z
12e00c98-ac7e-425f-9ee9-a6a8000413ea,3480029925329,Re-contextualized national standardization,Series service social reach difficult certain. This low level kind situation training try. Drug point action use success production training along.,Baby Products,"Black, Stewart and Perry",229.23,15.12,764,true,2025-01-06T04:50:04.693Z
d5c8700a-8127-468a-afbd-7e40e09e615d,9948403669671,Managed motivating neural-net,Truth great result voice usually. Decide act scene recently show finish civil.,Health & Wellness,Gonzalez-Haney,85.32,9.21,835,true,2025-01-07T03:18:16.563Z
fc6cabcc-f441-42ec-891f-dfa0f14d9990,9848481772600,Multi-channeled composite firmware,Son water seat newspaper concern never then. Financial dark research method when Democrat.,Movies,Richardson Ltd,363.39,14.19,762,true,2025-01-08T16:11:23.769Z
b3eb6dd4-2f4a-41d9-96ee-806a30ac8823,1145667161639,Cross-group value-added hierarchy,Apply ahead all kid rest enter experience. Notice cold already back party director buy.,Art & Crafts,Simmons Inc,95.57,16.93,495,true,2025-01-03T01:20:28.674Z
8d8f8d23-d363-4208-a16b-851f91f0db76,9072052426245,Enhanced bottom-line neural-net,Writer raise model.,Cosmetics,"Romero, Leach and Walters",371.03,8.6,334,false,2025-02-14T02:28:08.099Z
569c74f0-cae7-4d6c-89f7-eef4b2979fed,5956053970560,Diverse leadingedge methodology,Project down common involve. Land list difference treat ago think.,Art & Crafts,Green and Sons,411.99,6.71,921,false,2025-01-22T17:52:29.855Z
e480d68f-10d0-47f2-92aa-57961bb935a7,7295948277079,Progressive 5thgeneration artificial intelligence,Cold boy religious. Dog should coach nearly positive skill.,Baby Products,"Smith, Garcia and Murray",135.74,5.57,163,true,2025-02-12T14:10:29.950Z
47373b26-6d5b-47ae-8993-f831f987b58f,5367398574939,Upgradable bifurcated instruction set,Score detail quality north factor value.,Baby Products,"Porter, Cook and Jennings",453.46,19.52,927,true,2025-01-05T16:30:50.808Z
8c2bb0df-c9ea-4921-b259-b7f2d0baa193,6512280162513,Synergistic executive open architecture,Speech sense score marriage. Focus significant then live person watch public whose.,Invalid,"Howell, Walker and Charles",399.52,7.85,313,true,2025-01-11T22:33:38.798Z
f8d452f0-3afe-4fc9-98a3-9e9c51a3af64,3301549389494,Reduced homogeneous capability,Turn song role guess. Building picture raise compare environment rate. Life size night marriage institution rich PM but. Land unit able effect plan.,Invalid,"Huff, Oneal and Davis",259.03,13.15,39,false,2025-01-31T06:06:10.013Z
a0664116-9db6-4733-98f7-ab439b316128,9455609197759,Synergized intermediate challenge,Too thus serve range. Pick name certain campaign whom.,Cosmetics,Boyd-Morgan,294.63,17.16,994,true,2025-02-09T21:25:24.352Z
7f505d45-3de3-4944-878b-a17ef461a6af,3412408228349,Re-engineered uniform core,Check just interview away great. Until finish step itself another over.,Home & Garden,"Rivera, Maldonado and Morales",88.72,15.84,135,true,2025-02-14T09:00:54.741Z
1d5fb950-237f-471a-bbad-6d17cfad0ae1,3450123020022,Self-enabling 3rdgeneration moratorium,Agreement area book. Tonight report member change cultural. Involve student low particular deal.,Cosmetics,Young LLC,228.87,7.58,654,true,2025-01-26T02:05:43.543Z
d97a56a3-f242-4348-9534-1c4e63e00212,6696022882713,Streamlined system-worthy hardware,Note on strategy ever according million several. Event Democrat partner.,Movies,Williams Group,389.3,13.46,17,true,2025-01-14T16:05:32.540Z
be714f46-6ad3-4c36-b5b0-ed059e653ddb,5120152553430,Proactive mission-critical website,Side rest treat allow feel bit. Gun leader administration whole some former third. Open man believe majority military yard.,Baby Products,Gardner PLC,399.05,9.53,886,true,2025-02-10T18:46:11.730Z
3a26eb9a-8a4b-41b5-8caa-95fce58cf418,8561524782824,Configurable local artificial intelligence,Company free child senior somebody state Mrs effect. Stock top should defense. Authority while general response represent direction change.,Books,"Wilson, Roberts and Matthews",152.45,7.25,828,true,2025-02-08T23:11:19.379Z
a2fb0b0d-030a-4150-9b01-eb708ae455c0,6072422894448,Synergistic content-based Graphic Interface,Hair million thank will concern institution. Responsibility particular personal structure hundred best.,Music,"Robinson, White and Martinez",333.87,18.21,56,false,2025-01-12T06:23:15.475Z
92983c26-b0b1-42f3-a440-5423f84a3c46,0895683611823,Automated uniform service-desk,Different truth draw bit natural week tough today. Example these local somebody generation top two.,Clothing,Perez Group,487.99,13.59,481,true,2025-01-27T23:02:23.681Z
5829fa36-d120-42aa-b5b0-52cbc83b9b0c,7821911620711,Multi-layered reciprocal paradigm,Movement way window. Hard east enjoy decision indicate key rock.,Baby Products,Price-Pierce,379.31,7.88,210,true,2025-01-24T18:28:19.007Z
a056e1e5-7885-4a59-96b3-e8e3600e6b5e,6442883216248,Digitized holistic open architecture,Rule speak try Democrat wonder speak television. Three second board tax both record.,Music,Clark-Thompson,490.34,8.33,778,true,2025-02-10T07:42:21.722Z
e304625c-e9ed-4b3e-a884-4474ebac3e5e,3156894356406,Up-sized eco-centric collaboration,Read term fill. Positive card general field.,Cosmetics,"Young, Dunlap and Taylor",180.42,13.83,906,false,2025-02-08T07:49:23.340Z
0889f697-8bc1-4df8-9b78-07de8cb73e47,4967671773908,Persistent dedicated infrastructure,Music born like edge dark agent establish. Head hour message sense box grow.,Outdoor & Camping,"Ferguson, Sloan and Garcia",49.21,1.91,765,false,2025-01-28T06:38:44.159Z
93a44c91-a3cc-4691-9fac-e7daa1538060,5283319832226,Programmable stable help-desk,Interest yet decision quite. Condition admit reveal design machine claim pay any. Still stage able second adult arrive over.,Office Supplies,Melton-Gonzalez,104.83,2.81,932,true,2025-02-16T00:28:21.371Z
0e3d2139-394b-4318-a08a-c4b617e70d02,0120041840790,Secured tangible artificial intelligence,Ready push firm indicate understand dream.,Pet Supplies,Deleon-Edwards,176.03,11.46,660,true,2025-02-04T14:41:03.942Z
b769b5b9-778c-4c7c-805e-f100b237da90,9351006147116,Total zero-defect database,Include director room whether. Almost this actually again I process here. Artist prove society.,Furniture,"Thomas, Gates and Fowler",112.37,8.05,664,true,2025-01-14T15:33:28.386Z
17ce2d89-94d9-4804-83d5-ffe7da3d85a2,6275728636266,Multi-channeled hybrid portal,Anything would paper have model worker company daughter. Last describe name grow.,Home & Garden,Mcclain-Boyd,446.02,17.72,174,true,2025-02-15T17:29:50.126Z
9c561a25-0801-48f1-a80a-471e691080ca,5360751751947,Monitored optimizing application,Energy sell pay whether out water should. Sign interview health run trial.,Movies,"Olson, Price and Short",417.46,12.91,940,true,2025-02-01T01:56:01.987Z
bcdb2ce0-ee8e-4a06-ae91-73420054a85f,1830165872346,Devolved maximized system engine,Visit away including before art trial. Natural best answer. Court democratic speech economy evening.,Furniture,"Bailey, Gardner and Miller",43.03,13.05,516,true,2025-01-04T12:34:02.261Z
3ae64f45-f6ea-4e54-84d7-76d42ba536fb,6021263136033,Synergized fault-tolerant policy,Music above rest second push whom. Arrive lose cell science. Foreign current must suggest explain. Fly happen program ever from.,Pet Supplies,"Beltran, Porter and Barnes",253.57,10.96,944,true,2025-01-07T06:25:19.130Z
257996b1-9f28-4d95-ac0b-4653dff84ae7,9768596646026,Switchable 3rdgeneration access,Drive during on scene maintain join. Nation wind government affect little fine action save.,Invalid,Brown-Black,245.38,0.4,244,true,2025-02-02T09:44:52.578Z
76aab09b-4fb5-4265-ae2c-c11854101ce9,1570407818762,Adaptive transitional help-desk,Law tend bed development but pick. Power as sometimes play under administration work late. Just alone read rock choice.,Art & Crafts,Stone-Martinez,346.55,6.13,465,true,2025-01-13T22:53:18.595Z
892599eb-9f16-4c2f-8a35-45815d49a765,2012279705652,Persistent human-resource complexity,Gun of you possible three not represent. Congress enjoy decide wall agent write central.,Invalid,"Moore, Roberts and Vaughan",438.78,18.45,114,true,2025-02-10T02:03:16.417Z
8f67abf7-65aa-437d-bc40-13cdc4adba01,5688745612372,Customizable multi-state algorithm,Message establish expert such article.,Food & Beverages,Cole-Nixon,132.05,14.08,731,true,2025-02-10T11:01:15.533Z
60904f83-8edb-48b3-b82f-d59a9181f62c,7981548575843,Synergized methodical success,Enjoy big manager identify life wear still. Boy control child plant responsibility yard debate. Training relationship leg popular defense.,Outdoor & Camping,Smith Ltd,157.11,17.71,737,false,2025-02-05T13:18:03.273Z
4b7a387e-3178-46b7-a1f0-059b5df4b374,8525117677935,Diverse analyzing archive,What car final fight dog president deal. Ground already final contain. List hit fill international before only lead.,Books,Garcia Group,128.97,4.89,898,true,2025-02-02T18:49:49.335Z
1ba9b3e9-2920-4b5e-b6ad-a89b4a1f43a7,6335756681055,Down-sized full-range algorithm,Budget fear ask success. Successful information today though.,Music,Mitchell Ltd,22.2,0.45,510,true,2025-02-02T04:53:34.669Z
d21fbda7-b697-4554-b02a-e7297dfae059,7030259030469,Virtual 3rdgeneration hardware,Really sit wife enough. Body group question newspaper main financial growth instead. Prepare under assume left main. Our house scientist next beyond among.,Outdoor & Camping,"Lewis, Bowen and Harris",458.33,16.54,23,true,2025-01-02T01:50:27.374Z
12a9c791-e7c3-4264-89bf-10401be456c3,8235556337030,Diverse directional solution,Sort prove religious around position so. My institution charge identify century plant state. Impact doctor identify generation summer.,Food & Beverages,Carter PLC,161.66,10.63,142,true,2025-01-06T06:50:23.147Z
3b4c88cb-76d8-4d6b-94cb-d6eeac274d98,3937207227855,Front-line value-added architecture,Out alone really public. Item think marriage impact choose.,Pet Supplies,"Chapman, Little and Harris",397.77,13.2,513,true,2025-01-05T08:37:47.008Z
90efd4b4-5be0-4abd-a0d8-bbda6a2a9c9e,9350122115962,Digitized dedicated Internet solution,Perhaps reflect try any season begin including force. Imagine task often pressure. South form final piece.,Baby Products,"Molina, May and Harrington",68.73,11.06,284,true,2025-01-31T19:56:39.924Z
82e51d01-9049-49e2-9138-980503073ae5,9585361637313,Programmable empowering instruction set,Especially lay church identify relationship. Large story figure get.,Pet Supplies,"Carson, Levy and Boyd",453.14,17.19,862,true,2025-01-09T09:27:56.047Z
b61e310a-85ee-46d4-b88e-db72ea8352ce,2285114253896,De-engineered interactive approach,Area our nice color once television. Series difference hope positive same television quality. Politics house keep college.,Office Supplies,"Kelly, Blake and Sandoval",102.48,1.76,996,true,2025-01-03T01:02:10.406Z
7c78ab53-7115-4e43-b122-78c015cecb12,7044750588053,Synchronized client-server groupware,Add person financial language short student. Class build economy today.,Toys,Green and Sons,497.2,12.31,669,true,2025-01-26T20:53:47.944Z
4d7bbeec-4d05-43bf-b86e-d8aa6aeb8411,9301923547704,Streamlined demand-driven product,Travel wife administration learn then child. Republican war point learn.,Invalid,Marsh-Elliott,206.9,4.47,815,true,2025-01-27T14:28:42.830Z
fe353831-f9f3-41fa-93ec-a7fd4f75721a,0819915396586,Horizontal exuding encoding,Increase draw picture marriage teach. Decade best option himself attorney writer reveal once. Quite watch small center economy decision develop.,Automotive,"Smith, Patterson and Moore",349.16,10.57,300,true,2025-01-19T11:38:55.263Z
7f6a3401-e21f-463a-9ef6-d7d91ca4077f,0918394226930,Cross-platform even-keeled budgetary management,Could stock series happen north safe identify specific. Serve social agency set direction plan loss real.,Automotive,Alvarez and Sons,232.19,0.39,560,true,2025-01-03T22:25:31.921Z
8e7432b4-b0a7-47ad-90b8-3e43be66c9b6,7526525376749,Self-enabling value-added open system,Nor production often.,Pet Supplies,Martin Ltd,319.9,16.16,368,true,2025-01-26T03:55:10.747Z
5d026f72-bd67-4a45-8b8b-02fa370c528e,3613628980950,Front-line web-enabled methodology,Her hot body. Senior mouth here moment others visit. Author now television any general billion.,Electronics,"Park, Jenkins and Russell",86.4,2.32,296,true,2025-01-08T19:06:07.875Z
f36c36d3-6803-4eb5-a9a4-9ea949ee2d38,4705647145386,Fully-configurable static knowledgebase,Onto visit piece military her pattern society. Cut result available yourself card.,Electronics,Odonnell-Stewart,408.95,3.28,477,true,2025-01-26T15:06:10.593Z
6e22f0c7-3e6b-4619-8d4a-67a1a9439059,0052224681794,Re-contextualized non-volatile hardware,That ago act middle much. Tough describe physical both society factor accept. Property compare describe building lawyer debate than bag.,Music,May-Lopez,278.94,19.71,987,true,2025-02-03T18:53:27.645Z
fab5945a-3cb1-4396-9959-7267d3a07c52,1561996118203,Mandatory bi-directional moderator,Let evening newspaper. Candidate environment cultural.,Jewelry,Hess-Sanders,176.84,5.15,759,true,2025-02-13T18:00:31.459Z
42325a07-18e5-491b-88cd-5b8a43c4b4df,2503389391625,Synchronized transitional moratorium,Tonight production concern if doctor positive social their. Serve black myself machine case economy cause.,Clothing,Turner Ltd,373.95,11.38,638,true,2025-01-01T04:32:19.879Z
e21c91c8-d86d-44a0-8730-f60b4b0e22de,5641055714037,Organized bandwidth-monitored collaboration,Build little foreign attention.,Invalid,West-Phelps,313.38,6.94,73,true,2025-01-30T10:17:41.884Z
986f3043-9518-4bc3-ac12-4af23b106b59,4504507687086,Front-line didactic array,Capital too deal lead blue.,Invalid,Moran PLC,163.73,5.94,458,true,2025-01-10T12:01:50.782Z
5596b051-23a7-4ccd-8414-4e03c2f636e9,1189164156194,Expanded global help-desk,Southern point professional series policy wrong investment. So compare moment trip lead. Sister challenge dream set often who.,Furniture,Harris Inc,313.07,11.26,682,true,2025-01-04T02:45:20.363Z
e0f2745d-0bc0-46f7-ae5d-2817136119c5,5615809850364,Profit-focused 3rdgeneration Local Area Network,My agency vote those. Open more feeling choice service small measure culture. Increase yes believe time but land. Bag cost above election sign half purpose.,Jewelry,"Sanford, Taylor and Dickson",309.22,16.96,594,true,2025-01-30T03:01:15.705Z
a023af1f-57a3-4f0d-95b2-04c60893f982,8158454072066,Triple-buffered systemic neural-net,Current local miss miss produce continue. Floor cover able might laugh. Now able visit box upon do radio.,Health & Wellness,Anderson Inc,56.48,3.29,307,true,2025-01-15T17:27:20.679Z
138044bf-f30b-4ccf-b611-3f9b41a5cacf,4291138460682,Managed user-facing alliance,Person society show under image late. Popular service mind meeting physical.,Office Supplies,Barajas-Wong,53.47,4.95,538,true,2025-01-20T03:30:24.172Z
66af7b98-a10e-4158-b482-0204db7078be,6410111320333,Face-to-face 4thgeneration ability,Training what arrive serious north join.,Outdoor & Camping,Edwards-Meyer,443.02,2.32,960,true,2025-02-09T08:24:32.793Z
2da87e29-9bf0-4b02-8449-476077fb21ea,2551306517344,Mandatory systematic encoding,Group wonder open difficult. Challenge main face hand. Federal technology seven whose off.,Home & Garden,"Cline, Gonzales and Green",211.19,11.5,198,true,2025-01-04T10:41:36.683Z
b053bc25-560b-4e35-89e3-b3c489ca5393,8736136794736,Networked executive workforce,Claim wind fact recently. Authority present address study blue ball. Cell surface water boy challenge.,Invalid,"Harding, Henry and Howell",50.51,7.96,307,false,2025-01-17T00:50:38.452Z
3fa2d9b2-8c5b-4e4d-849c-a35a84830366,6584966810513,Open-architected explicit superstructure,And parent old guy. Speech card dog design.,Books,"Lopez, Ellis and Mahoney",351.12,18.19,806,true,2025-01-11T07:32:16.129Z
114fccce-4a50-4038-b4da-04d01dbcd48b,4484286741646,Cross-platform bifurcated utilization,Democratic pick cover soldier of travel yet. Reveal but leg use fine upon. Base base close too. Day paper present indeed move exist.,Books,Mccoy-Bass,397.83,8.84,651,true,2025-01-17T19:12:39.347Z
94ca54f9-53d2-45d1-887b-4275b80bcab2,4608885642597,Universal high-level hub,Big free pick material power international also. Audience international after budget note adult court.,Toys,Brooks and Sons,453.48,14.7,181,true,2025-01-24T08:11:26.541Z
5804da7b-6aea-42a3-9f6e-fd6996bc0801,2325153369254,Implemented multimedia workforce,Thought fear agent dark. Real hotel off leave gas around spend. Third science computer real rate deep media something.,Art & Crafts,Henderson Group,455.28,18.74,625,true,2025-02-09T00:09:03.673Z
9c0759b7-c537-43bd-bcd9-619e7a75f969,0795180771245,Managed bi-directional Local Area Network,Address Democrat article seem green office can. Want person expect respond.,Clothing,"Miller, Robinson and Hardin",254.04,9.56,442,true,2025-01-27T00:38:05.171Z
980908fc-e207-4c64-87ef-83d40bca9c88,9384342872152,Advanced 3rdgeneration groupware,Home campaign evidence wonder activity six natural worker.,Food & Beverages,"Diaz, Gonzalez and Johnson",248.36,6.77,643,false,2025-01-08T06:00:21.670Z
d81faac6-964b-4b74-9a02-dbfc88a036c0,1029201825952,Realigned system-worthy collaboration,Really American make bank get. Character mother kitchen three whose husband rule. Section write after respond night.,Clothing,"Peterson, Chapman and Hardy",46.55,9.53,345,true,2025-01-26T07:49:49.298Z
5480aad6-0611-4bb1-b147-caff17a21112,1014627476475,Persistent executive Internet solution,More build minute opportunity much method break. Effect expert present. Capital site usually job although policy everything.,Books,Holden Group,373.13,17.88,295,true,2025-01-09T01:04:43.012Z
7268751f-e81d-4cf9-9029-924e0269b72c,2216865660046,Assimilated methodical workforce,Page however wrong and fact. Public should skin anything case movie. Maintain too will discover wind.,Pet Supplies,Thomas-Burke,110.44,1.24,974,true,2025-01-02T13:31:43.690Z
05e2eeb1-f73d-462b-9c5f-161e59d817d9,9440266620054,Sharable discrete portal,Smile commercial this late. Always fast heart pretty sense. Debate easy wait. Past send miss worker value ago say.,Art & Crafts,Franklin-Smith,223.49,16.82,387,true,2025-01-19T06:58:03.899Z
dc66c6cf-d77a-4d2c-b232-118598f30650,8677338496847,Profit-focused homogeneous capacity,Message coach lose produce. Available total hit only.,Food & Beverages,West-George,81.61,3.88,676,true,2025-01-15T21:07:39.581Z
c7ca98ff-dd9e-45a2-b04d-16297aaf46fd,1615918261420,Reduced analyzing knowledgebase,Dark west else. Travel plan base fact.,Music,Thomas-Gibson,233.04,9.74,354,true,2025-01-06T11:33:07.265Z
7297df32-1e5f-464a-8761-3113911d80c3,5208144369044,Enterprise-wide mission-critical frame,Himself likely race treatment. Several machine write their our hospital participant. Hour situation second. Cup break run tough their leave.,Automotive,"Watson, West and Ortiz",262.08,16.15,571,true,2025-01-03T11:30:30.264Z
b0fa7135-6f2e-4a11-8045-59fc422bf864,5923487258854,Ergonomic optimizing customer loyalty,Discover subject official drop current themselves positive. Someone thousand market miss amount. With until sort laugh share move own.,Jewelry,Black-Hunt,493.76,6.23,322,true,2025-02-09T21:49:39.884Z
29ba4ad3-eb26-4b2a-b4cc-d13db0480533,3880600802467,Innovative secondary protocol,Area west anything yet day billion enter evening. Lay else time short smile later. Condition laugh law laugh visit difficult.,Sports,"Brown, Barnes and Hines",320.2,1.47,854,true,2025-01-06T14:54:58.846Z
47f18969-b45c-4c23-bdf2-617d1e28fac1,4441763324082,Robust non-volatile approach,Then feel whole carry mention head positive. Begin information crime able. Office bar organization. Still hundred future color.,Books,Ryan Inc,459.88,3.92,813,true,2025-02-08T21:32:27.199Z
1dc2a6cc-8e57-4cef-9bd3-9eb74862c58a,2576800319980,Organized leadingedge artificial intelligence,Of option career seat rise outside. Respond change different customer eye. Ask national direction local arrive conference its become.,Home & Garden,Rogers Inc,38.21,15.67,251,true,2025-01-05T16:20:06.283Z
df568bdc-2690-4c34-a8b9-d6f97a36a68b,9478027019915,Assimilated discrete alliance,Owner subject now car. Although teach when develop change skill.,Art & Crafts,Robbins-Taylor,95.83,3.22,734,true,2025-01-20T09:21:57.827Z
0d1b6d4c-b75b-4c13-93dd-7b88cf622c51,3061451503011,Triple-buffered transitional customer loyalty,Book inside ago well practice. Lose until management seem hospital politics arm. Report education memory include success bill political.,Baby Products,"Davis, Daniels and Quinn",436.08,13.7,0,true,2025-02-11T07:28:30.832Z
faebd451-7d62-4957-ba95-699ce6a0edd0,8662090987078,Implemented solution-oriented initiative,Even ahead stand many available admit produce. Always state seem decide. Worker specific brother accept free every.,Home & Garden,Baker Ltd,442.51,11.57,786,true,2025-01-06T14:56:50.445Z
de6d1d21-c66a-406e-bfc5-6d4ecfd3e291,5959207460719,Adaptive well-modulated customer loyalty,Mean true national example sure there organization likely. Administration list thank walk break north effort.,Baby Products,Mcknight-Harris,294.89,12.31,846,true,2025-02-01T10:48:05.239Z
97da3434-208b-4b94-939f-d0b254cd053b,8889435126217,Up-sized executive neural-net,Whole cover report easy see. Same item thing make side improve.,Art & Crafts,Webb-Gonzalez,93.97,12.72,896,true,2025-01-04T17:21:35.969Z
fc74ce28-c217-4664-a068-08e8893cd123,7557974521329,User-friendly composite installation,Draw than mind news drop. Need race evidence. Business under message point care board.,Movies,Brown LLC,64.91,3.18,591,true,2025-02-01T21:49:42.220Z
